ticker,event_index,actual_date,predicted_date,abs_err_days,signed_err_days
CPT,78,2021-07-29,2021-07-29,0,0
CPT,79,2021-10-28,2021-10-28,0,0
CPT,80,2022-02-03,2022-01-27,7,-7
CPT,81,2022-04-28,2022-05-05,7,7
CPT,82,2022-07-28,2022-07-28,0,0
CPT,83,2022-10-27,2022-10-27,0,0
CPT,84,2023-02-02,2023-01-26,7,-7
CPT,85,2023-04-27,2023-05-04,7,7
CPT,86,2023-08-03,2023-07-27,7,-7
CPT,87,2023-10-26,2023-11-02,7,7
CPT,88,2024-02-01,2024-01-25,7,-7
CPT,89,2024-05-02,2024-05-02,0,0
CPT,90,2024-08-01,2024-08-01,0,0
CPT,91,2024-10-31,2024-10-31,0,0
CPT,92,2025-02-06,2025-01-30,7,-7
CPT,93,2025-05-01,2025-05-08,7,7
CPT,94,2025-07-31,2025-07-31,0,0
CPT,95,2025-11-06,2025-10-30,7,-7
CPT,96,2026-02-05,2026-02-05,0,0
CPT,97,2026-04-30,2026-05-07,7,7
CPT,98,2026-07-30,2026-07-30,0,0
CPT,99,2026-11-05,2026-10-29,7,-7
CRH,3,2025-02-26,2025-02-06,20,-20
CRH,4,2025-05-05,2025-05-27,22,22
CRH,5,2025-08-06,2025-08-04,2,-2
CRH,6,2025-11-05,2025-11-05,0,0
CRH,7,2026-02-18,2026-02-04,14,-14
CRH,8,2026-04-30,2026-05-20,20,20
CRH,9,2026-07-30,2026-07-30,0,0
CRH,10,2026-10-29,2026-10-29,0,0
CRL,3,2002-10-29,2002-10-28,1,-1
CRL,4,2003-02-03,2003-01-27,7,-7
CRL,5,2003-04-30,2003-05-04,4,4
CRL,6,2003-07-29,2003-07-29,0,0
CRL,7,2003-10-29,2003-10-27,2,-2
CRL,8,2004-02-10,2004-01-27,14,-14
CRL,9,2004-04-28,2004-05-10,12,12
CRL,10,2004-07-28,2004-07-27,1,-1
CRL,11,2004-10-28,2004-10-27,1,-1
CRL,12,2005-02-14,2005-01-27,18,-18
CRL,13,2005-05-03,2005-05-16,13,13
CRL,14,2005-07-28,2005-08-01,4,4
CRL,15,2005-10-27,2005-10-27,0,0
CRL,16,2006-02-08,2006-01-26,13,-13
CRL,17,2006-05-09,2006-05-10,1,1
CRL,18,2006-08-08,2006-08-08,0,0
CRL,19,2006-11-06,2006-11-07,1,1
CRL,20,2007-02-12,2007-02-05,7,-7
CRL,21,2007-05-08,2007-05-14,6,6
CRL,22,2007-08-07,2007-08-07,0,0
CRL,23,2007-11-05,2007-11-06,1,1
CRL,24,2008-02-11,2008-02-04,7,-7
CRL,25,2008-05-06,2008-05-12,6,6
CRL,26,2008-08-05,2008-08-05,0,0
CRL,27,2008-11-05,2008-11-04,1,-1
CRL,28,2009-02-09,2009-02-04,5,-5
CRL,29,2009-05-05,2009-05-11,6,6
CRL,30,2009-08-04,2009-08-04,0,0
CRL,31,2009-11-03,2009-11-03,0,0
CRL,32,2010-02-08,2010-02-02,6,-6
CRL,33,2010-04-25,2010-05-10,15,15
CRL,34,2010-08-02,2010-07-25,8,-8
CRL,35,2010-11-03,2010-11-01,2,-2
CRL,36,2011-02-08,2011-02-02,6,-6
CRL,37,2011-05-03,2011-05-10,7,7
CRL,38,2011-08-02,2011-08-02,0,0
CRL,39,2011-11-01,2011-11-01,0,0
CRL,40,2012-02-13,2012-01-31,13,-13
CRL,41,2012-05-02,2012-05-14,12,12
CRL,42,2012-08-07,2012-08-01,6,-6
CRL,43,2012-10-30,2012-11-06,7,7
CRL,44,2013-02-13,2013-01-29,15,-15
CRL,45,2013-05-01,2013-05-15,14,14
CRL,46,2013-07-31,2013-07-31,0,0
CRL,47,2013-10-29,2013-10-30,1,1
CRL,48,2014-02-11,2014-01-28,14,-14
CRL,49,2014-04-30,2014-05-13,13,13
CRL,50,2014-08-06,2014-07-30,7,-7
CRL,51,2014-10-29,2014-11-05,7,7
CRL,52,2015-02-10,2015-01-28,13,-13
CRL,53,2015-04-29,2015-05-12,13,13
CRL,54,2015-07-30,2015-07-29,1,-1
CRL,55,2015-11-04,2015-10-29,6,-6
CRL,56,2016-02-10,2016-02-03,7,-7
CRL,57,2016-05-04,2016-05-11,7,7
CRL,58,2016-08-03,2016-08-03,0,0
CRL,59,2016-11-02,2016-11-02,0,0
CRL,60,2017-02-14,2017-02-01,13,-13
CRL,61,2017-05-10,2017-05-16,6,6
CRL,62,2017-08-09,2017-08-09,0,0
CRL,63,2017-11-09,2017-11-08,1,-1
CRL,64,2018-02-13,2018-02-08,5,-5
CRL,65,2018-05-10,2018-05-15,5,5
CRL,66,2018-08-08,2018-08-09,1,1
CRL,67,2018-11-07,2018-11-07,0,0
CRL,68,2019-02-13,2019-02-06,7,-7
CRL,69,2019-05-07,2019-05-15,8,8
CRL,70,2019-07-31,2019-08-06,6,6
CRL,71,2019-11-06,2019-10-30,7,-7
CRL,72,2020-02-11,2020-02-05,6,-6
CRL,73,2020-05-07,2020-05-12,5,5
CRL,74,2020-08-05,2020-08-06,1,1
CRL,75,2020-10-29,2020-11-04,6,6
CRL,76,2021-02-17,2021-01-28,20,-20
CRL,77,2021-05-04,2021-05-19,15,15
CRL,78,2021-08-04,2021-08-03,1,-1
CRL,79,2021-11-03,2021-11-03,0,0
CRL,80,2022-02-16,2022-02-02,14,-14
CRL,81,2022-05-04,2022-05-18,14,14
CRL,82,2022-08-03,2022-08-03,0,0
CRL,83,2022-11-02,2022-11-02,0,0
CRL,84,2023-02-22,2023-02-01,21,-21
CRL,85,2023-05-11,2023-05-24,13,13
CRL,86,2023-08-09,2023-08-10,1,1
CRL,87,2023-11-08,2023-11-08,0,0
CRL,88,2024-02-14,2024-02-07,7,-7
CRL,89,2024-05-09,2024-05-15,6,6
CRL,90,2024-08-07,2024-08-08,1,1
CRL,91,2024-11-06,2024-11-06,0,0
CRL,92,2025-02-19,2025-02-05,14,-14
CRL,93,2025-05-07,2025-05-21,14,14
CRL,94,2025-08-06,2025-08-06,0,0
CRL,95,2025-11-05,2025-11-05,0,0
CRL,96,2026-02-18,2026-02-04,14,-14
CRL,97,2026-05-07,2026-05-20,13,13
CRL,98,2026-08-05,2026-08-06,1,1
CRL,99,2026-11-04,2026-11-04,0,0
CRM,3,2005-05-18,2005-05-18,0,0
CRM,4,2005-08-17,2005-08-16,1,-1
CRM,5,2005-11-16,2005-11-16,0,0
CRM,6,2006-02-22,2006-02-15,7,-7
CRM,7,2006-05-17,2006-05-24,7,7
CRM,8,2006-08-16,2006-08-16,0,0
CRM,9,2006-11-15,2006-11-15,0,0
CRM,10,2007-02-21,2007-02-14,7,-7
CRM,11,2007-05-16,2007-05-23,7,7
CRM,12,2007-08-15,2007-08-15,0,0
CRM,13,2007-11-15,2007-11-14,1,-1
CRM,14,2008-02-27,2008-02-14,13,-13
CRM,15,2008-05-21,2008-05-28,7,7
CRM,16,2008-08-20,2008-08-20,0,0
CRM,17,2008-11-20,2008-11-19,1,-1
CRM,18,2009-02-25,2009-02-19,6,-6
CRM,19,2009-05-21,2009-05-27,6,6
CRM,20,2009-08-20,2009-08-20,0,0
CRM,21,2009-11-17,2009-11-19,2,2
CRM,22,2010-02-24,2010-02-16,8,-8
CRM,23,2010-05-20,2010-05-26,6,6
CRM,24,2010-08-19,2010-08-19,0,0
CRM,25,2010-11-18,2010-11-18,0,0
CRM,26,2011-02-24,2011-02-17,7,-7
CRM,27,2011-05-19,2011-05-26,7,7
CRM,28,2011-08-18,2011-08-18,0,0
CRM,29,2011-11-17,2011-11-17,0,0
CRM,30,2012-02-23,2012-02-16,7,-7
CRM,31,2012-05-17,2012-05-24,7,7
CRM,32,2012-08-23,2012-08-16,7,-7
CRM,33,2012-11-20,2012-11-22,2,2
CRM,34,2013-02-28,2013-02-19,9,-9
CRM,35,2013-05-23,2013-05-30,7,7
CRM,36,2013-08-29,2013-08-22,7,-7
CRM,37,2013-11-18,2013-11-28,10,10
CRM,38,2014-02-27,2014-02-17,10,-10
CRM,39,2014-05-20,2014-05-29,9,9
CRM,40,2014-08-21,2014-08-19,2,-2
CRM,41,2014-11-19,2014-11-20,1,1
CRM,42,2015-02-25,2015-02-18,7,-7
CRM,43,2015-05-20,2015-05-27,7,7
CRM,44,2015-08-20,2015-08-19,1,-1
CRM,45,2015-11-18,2015-11-19,1,1
CRM,46,2016-02-24,2016-02-17,7,-7
CRM,47,2016-05-18,2016-05-25,7,7
CRM,48,2016-08-31,2016-08-17,14,-14
CRM,49,2016-11-17,2016-11-30,13,13
CRM,50,2017-02-28,2017-02-16,12,-12
CRM,51,2017-05-18,2017-05-30,12,12
CRM,52,2017-08-22,2017-08-17,5,-5
CRM,53,2017-11-21,2017-11-21,0,0
CRM,54,2018-02-28,2018-02-20,8,-8
CRM,55,2018-05-29,2018-05-30,1,1
CRM,56,2018-08-29,2018-08-28,1,-1
CRM,57,2018-11-27,2018-11-28,1,1
CRM,58,2019-03-04,2019-02-26,6,-6
CRM,59,2019-06-04,2019-06-03,1,-1
CRM,60,2019-08-22,2019-09-03,12,12
CRM,61,2019-12-03,2019-11-21,12,-12
CRM,62,2020-02-25,2020-03-03,7,7
CRM,63,2020-05-28,2020-05-26,2,-2
CRM,64,2020-08-25,2020-08-27,2,2
CRM,65,2020-12-01,2020-11-24,7,-7
CRM,66,2021-02-25,2021-03-02,5,5
CRM,67,2021-05-27,2021-05-27,0,0
CRM,68,2021-08-25,2021-08-26,1,1
CRM,69,2021-11-30,2021-11-24,6,-6
CRM,70,2022-03-01,2022-03-01,0,0
CRM,71,2022-05-31,2022-05-31,0,0
CRM,72,2022-08-24,2022-08-30,6,6
CRM,73,2022-11-30,2022-11-23,7,-7
CRM,74,2023-03-01,2023-03-01,0,0
CRM,75,2023-05-31,2023-05-31,0,0
CRM,76,2023-08-30,2023-08-30,0,0
CRM,77,2023-11-29,2023-11-29,0,0
CRM,78,2024-02-28,2024-02-28,0,0
CRM,79,2024-05-29,2024-05-29,0,0
CRM,80,2024-08-28,2024-08-28,0,0
CRM,81,2024-12-03,2024-11-27,6,-6
CRM,82,2025-02-26,2025-03-04,6,6
CRM,83,2025-05-28,2025-05-28,0,0
CRM,84,2025-09-03,2025-08-27,7,-7
CRM,85,2025-12-03,2025-12-03,0,0
CRM,86,2026-02-25,2026-03-04,7,7
CRM,87,2026-05-27,2026-05-27,0,0
CRM,88,2026-08-26,2026-08-26,0,0
CRM,89,2026-12-02,2026-11-25,7,-7
CRWD,3,2020-03-19,2020-03-05,14,-14
CRWD,4,2020-06-02,2020-06-10,8,8
CRWD,5,2020-09-01,2020-09-01,0,0
CRWD,6,2020-12-02,2020-12-01,1,-1
CRWD,7,2021-03-16,2021-03-03,13,-13
CRWD,8,2021-06-03,2021-06-15,12,12
CRWD,9,2021-08-31,2021-09-02,2,2
CRWD,10,2021-12-01,2021-11-30,1,-1
CRWD,11,2022-03-09,2022-03-02,7,-7
CRWD,12,2022-06-02,2022-06-08,6,6
CRWD,13,2022-08-30,2022-09-01,2,2
CRWD,14,2022-11-29,2022-11-29,0,0
CRWD,15,2023-03-07,2023-02-28,7,-7
CRWD,16,2023-05-31,2023-06-06,6,6
CRWD,17,2023-08-30,2023-08-30,0,0
CRWD,18,2023-11-28,2023-11-29,1,1
CRWD,19,2024-03-05,2024-02-27,7,-7
CRWD,20,2024-06-04,2024-06-04,0,0
CRWD,21,2024-08-28,2024-09-03,6,6
CRWD,22,2024-11-26,2024-11-27,1,1
CRWD,23,2025-03-04,2025-02-25,7,-7
CRWD,24,2025-06-03,2025-06-03,0,0
CRWD,25,2025-08-27,2025-09-02,6,6
CRWD,26,2025-12-02,2025-11-26,6,-6
CRWD,27,2026-03-03,2026-03-03,0,0
CRWD,28,2026-06-03,2026-06-02,1,-1
CRWD,29,2026-08-26,2026-09-02,7,7
CRWD,30,2026-12-01,2026-11-25,6,-6
CSCO,3,2003-02-04,2003-02-05,1,1
CSCO,4,2003-05-06,2003-05-06,0,0
CSCO,5,2003-08-05,2003-08-05,0,0
CSCO,6,2003-11-05,2003-11-04,1,-1
CSCO,7,2004-02-03,2004-02-04,1,1
CSCO,8,2004-05-11,2004-05-04,7,-7
CSCO,9,2004-08-10,2004-08-10,0,0
CSCO,10,2004-11-09,2004-11-09,0,0
CSCO,11,2005-02-08,2005-02-08,0,0
CSCO,12,2005-05-10,2005-05-10,0,0
CSCO,13,2005-08-09,2005-08-09,0,0
CSCO,14,2005-11-09,2005-11-08,1,-1
CSCO,15,2006-02-07,2006-02-08,1,1
CSCO,16,2006-05-09,2006-05-09,0,0
CSCO,17,2006-08-08,2006-08-08,0,0
CSCO,18,2006-11-08,2006-11-07,1,-1
CSCO,19,2007-02-06,2007-02-07,1,1
CSCO,20,2007-05-08,2007-05-08,0,0
CSCO,21,2007-08-07,2007-08-07,0,0
CSCO,22,2007-11-07,2007-11-06,1,-1
CSCO,23,2008-02-06,2008-02-06,0,0
CSCO,24,2008-05-06,2008-05-07,1,1
CSCO,25,2008-08-05,2008-08-05,0,0
CSCO,26,2008-11-05,2008-11-04,1,-1
CSCO,27,2009-02-04,2009-02-04,0,0
CSCO,28,2009-05-06,2009-05-06,0,0
CSCO,29,2009-08-05,2009-08-05,0,0
CSCO,30,2009-11-04,2009-11-04,0,0
CSCO,31,2010-02-03,2010-02-03,0,0
CSCO,32,2010-05-12,2010-05-05,7,-7
CSCO,33,2010-08-11,2010-08-11,0,0
CSCO,34,2010-11-10,2010-11-10,0,0
CSCO,35,2011-02-09,2011-02-09,0,0
CSCO,36,2011-05-11,2011-05-11,0,0
CSCO,37,2011-08-10,2011-08-10,0,0
CSCO,38,2011-11-09,2011-11-09,0,0
CSCO,39,2012-02-08,2012-02-08,0,0
CSCO,40,2012-05-09,2012-05-09,0,0
CSCO,41,2012-08-15,2012-08-08,7,-7
CSCO,42,2012-11-13,2012-11-14,1,1
CSCO,43,2013-02-13,2013-02-12,1,-1
CSCO,44,2013-05-15,2013-05-15,0,0
CSCO,45,2013-08-14,2013-08-14,0,0
CSCO,46,2013-11-13,2013-11-13,0,0
CSCO,47,2014-02-12,2014-02-12,0,0
CSCO,48,2014-05-14,2014-05-14,0,0
CSCO,49,2014-08-13,2014-08-13,0,0
CSCO,50,2014-11-12,2014-11-12,0,0
CSCO,51,2015-02-11,2015-02-11,0,0
CSCO,52,2015-05-13,2015-05-13,0,0
CSCO,53,2015-08-12,2015-08-12,0,0
CSCO,54,2015-11-12,2015-11-11,1,-1
CSCO,55,2016-02-10,2016-02-11,1,1
CSCO,56,2016-05-18,2016-05-11,7,-7
CSCO,57,2016-08-17,2016-08-17,0,0
CSCO,58,2016-11-16,2016-11-16,0,0
CSCO,59,2017-02-15,2017-02-15,0,0
CSCO,60,2017-05-17,2017-05-17,0,0
CSCO,61,2017-08-16,2017-08-16,0,0
CSCO,62,2017-11-15,2017-11-15,0,0
CSCO,63,2018-02-14,2018-02-14,0,0
CSCO,64,2018-05-16,2018-05-16,0,0
CSCO,65,2018-08-15,2018-08-15,0,0
CSCO,66,2018-11-14,2018-11-14,0,0
CSCO,67,2019-02-13,2019-02-13,0,0
CSCO,68,2019-05-15,2019-05-15,0,0
CSCO,69,2019-08-14,2019-08-14,0,0
CSCO,70,2019-11-13,2019-11-13,0,0
CSCO,71,2020-02-12,2020-02-12,0,0
CSCO,72,2020-05-13,2020-05-13,0,0
CSCO,73,2020-08-12,2020-08-12,0,0
CSCO,74,2020-11-12,2020-11-11,1,-1
CSCO,75,2021-02-09,2021-02-11,2,2
CSCO,76,2021-05-19,2021-05-11,8,-8
CSCO,77,2021-08-18,2021-08-18,0,0
CSCO,78,2021-11-17,2021-11-17,0,0
CSCO,79,2022-02-16,2022-02-16,0,0
CSCO,80,2022-05-18,2022-05-18,0,0
CSCO,81,2022-08-17,2022-08-17,0,0
CSCO,82,2022-11-16,2022-11-16,0,0
CSCO,83,2023-02-15,2023-02-15,0,0
CSCO,84,2023-05-17,2023-05-17,0,0
CSCO,85,2023-08-16,2023-08-16,0,0
CSCO,86,2023-11-15,2023-11-15,0,0
CSCO,87,2024-02-14,2024-02-14,0,0
CSCO,88,2024-05-15,2024-05-15,0,0
CSCO,89,2024-08-14,2024-08-14,0,0
CSCO,90,2024-11-13,2024-11-13,0,0
CSCO,91,2025-02-12,2025-02-12,0,0
CSCO,92,2025-05-14,2025-05-14,0,0
CSCO,93,2025-08-13,2025-08-13,0,0
CSCO,94,2025-11-12,2025-11-12,0,0
CSCO,95,2026-02-11,2026-02-11,0,0
CSCO,96,2026-05-13,2026-05-13,0,0
CSCO,97,2026-08-12,2026-08-12,0,0
CSCO,98,2026-11-12,2026-11-11,1,-1
CSGP,3,2003-02-18,2003-01-21,28,-28
CSGP,4,2003-04-23,2003-05-20,27,27
CSGP,5,2003-07-22,2003-07-23,1,1
CSGP,6,2003-10-14,2003-10-20,6,6
CSGP,7,2004-02-17,2004-01-13,35,-35
CSGP,8,2004-04-20,2004-05-17,27,27
CSGP,9,2004-07-20,2004-07-20,0,0
CSGP,10,2004-10-19,2004-10-19,0,0
CSGP,11,2005-02-16,2005-01-18,29,-29
CSGP,12,2005-04-20,2005-05-18,28,28
CSGP,13,2005-07-20,2005-07-20,0,0
CSGP,14,2005-10-19,2005-10-19,0,0
CSGP,15,2006-02-15,2006-01-18,28,-28
CSGP,16,2006-04-26,2006-05-17,21,21
CSGP,17,2006-07-26,2006-07-26,0,0
CSGP,18,2006-10-25,2006-10-25,0,0
CSGP,19,2007-02-21,2007-01-24,28,-28
CSGP,20,2007-04-25,2007-05-23,28,28
CSGP,21,2007-07-25,2007-07-25,0,0
CSGP,22,2007-10-24,2007-10-24,0,0
CSGP,23,2008-02-20,2008-01-23,28,-28
CSGP,24,2008-04-23,2008-05-21,28,28
CSGP,25,2008-07-15,2008-07-23,8,8
CSGP,26,2008-10-29,2008-10-14,15,-15
CSGP,27,2009-02-18,2009-01-28,21,-21
CSGP,28,2009-04-22,2009-05-20,28,28
CSGP,29,2009-07-22,2009-07-22,0,0
CSGP,30,2009-10-21,2009-10-21,0,0
CSGP,31,2010-02-24,2010-01-20,35,-35
CSGP,32,2010-04-21,2010-05-26,35,35
CSGP,33,2010-07-21,2010-07-21,0,0
CSGP,34,2010-10-20,2010-10-20,0,0
CSGP,35,2011-02-23,2011-01-19,35,-35
CSGP,36,2011-04-27,2011-05-25,28,28
CSGP,37,2011-07-27,2011-07-27,0,0
CSGP,38,2011-10-26,2011-10-26,0,0
CSGP,39,2012-02-22,2012-01-25,28,-28
CSGP,40,2012-04-26,2012-05-23,27,27
CSGP,41,2012-07-25,2012-07-26,1,1
CSGP,42,2012-10-24,2012-10-24,0,0
CSGP,43,2013-02-27,2013-01-23,35,-35
CSGP,44,2013-04-24,2013-05-29,35,35
CSGP,45,2013-07-24,2013-07-24,0,0
CSGP,46,2013-10-23,2013-10-23,0,0
CSGP,47,2014-02-19,2014-01-22,28,-28
CSGP,48,2014-04-23,2014-05-21,28,28
CSGP,49,2014-07-23,2014-07-23,0,0
CSGP,50,2014-10-29,2014-10-22,7,-7
CSGP,51,2015-02-25,2015-01-28,28,-28
CSGP,52,2015-04-29,2015-05-27,28,28
CSGP,53,2015-07-29,2015-07-29,0,0
CSGP,54,2015-10-28,2015-10-28,0,0
CSGP,55,2016-02-24,2016-01-27,28,-28
CSGP,56,2016-04-27,2016-05-25,28,28
CSGP,57,2016-07-27,2016-07-27,0,0
CSGP,58,2016-10-26,2016-10-26,0,0
CSGP,59,2017-02-22,2017-01-25,28,-28
CSGP,60,2017-04-26,2017-05-24,28,28
CSGP,61,2017-07-26,2017-07-26,0,0
CSGP,62,2017-10-25,2017-10-25,0,0
CSGP,63,2018-02-21,2018-01-24,28,-28
CSGP,64,2018-04-23,2018-05-23,30,30
CSGP,65,2018-07-24,2018-07-23,1,-1
CSGP,66,2018-10-23,2018-10-23,0,0
CSGP,67,2019-02-26,2019-01-22,35,-35
CSGP,68,2019-04-23,2019-05-28,35,35
CSGP,69,2019-07-23,2019-07-23,0,0
CSGP,70,2019-10-22,2019-10-22,0,0
CSGP,71,2020-02-25,2020-01-21,35,-35
CSGP,72,2020-04-28,2020-05-26,28,28
CSGP,73,2020-07-28,2020-07-28,0,0
CSGP,74,2020-10-27,2020-10-27,0,0
CSGP,75,2021-02-23,2021-01-26,28,-28
CSGP,76,2021-04-27,2021-05-25,28,28
CSGP,77,2021-07-27,2021-07-27,0,0
CSGP,78,2021-10-26,2021-10-26,0,0
CSGP,79,2022-02-22,2022-01-25,28,-28
CSGP,80,2022-04-26,2022-05-24,28,28
CSGP,81,2022-07-26,2022-07-26,0,0
CSGP,82,2022-10-25,2022-10-25,0,0
CSGP,83,2023-02-21,2023-01-24,28,-28
CSGP,84,2023-04-25,2023-05-23,28,28
CSGP,85,2023-07-25,2023-07-25,0,0
CSGP,86,2023-10-24,2023-10-24,0,0
CSGP,87,2024-02-20,2024-01-23,28,-28
CSGP,88,2024-04-22,2024-05-21,29,29
CSGP,89,2024-07-23,2024-07-22,1,-1
CSGP,90,2024-10-22,2024-10-22,0,0
CSGP,91,2025-02-18,2025-01-21,28,-28
CSGP,92,2025-04-29,2025-05-20,21,21
CSGP,93,2025-07-22,2025-07-29,7,7
CSGP,94,2025-10-28,2025-10-21,7,-7
CSGP,95,2026-02-24,2026-01-27,28,-28
CSGP,96,2026-04-28,2026-05-26,28,28
CSGP,97,2026-07-28,2026-07-28,0,0
CSGP,98,2026-10-27,2026-10-27,0,0
CSX,3,2003-01-30,2003-01-26,4,-4
CSX,4,2003-04-30,2003-05-02,2,2
CSX,5,2003-07-24,2003-07-30,6,6
CSX,6,2003-10-22,2003-10-22,0,0
CSX,7,2004-01-27,2004-01-21,6,-6
CSX,8,2004-04-28,2004-04-27,1,-1
CSX,9,2004-07-28,2004-07-28,0,0
CSX,10,2004-10-28,2004-10-27,1,-1
CSX,11,2005-01-25,2005-01-27,2,2
CSX,12,2005-04-27,2005-04-26,1,-1
CSX,13,2005-07-27,2005-07-27,0,0
CSX,14,2005-10-26,2005-10-26,0,0
CSX,15,2006-01-24,2006-01-25,1,1
CSX,16,2006-04-18,2006-04-25,7,7
CSX,17,2006-07-18,2006-07-18,0,0
CSX,18,2006-10-17,2006-10-17,0,0
CSX,19,2007-01-22,2007-01-16,6,-6
CSX,20,2007-04-17,2007-04-23,6,6
CSX,21,2007-07-17,2007-07-17,0,0
CSX,22,2007-10-16,2007-10-16,0,0
CSX,23,2008-01-22,2008-01-15,7,-7
CSX,24,2008-04-15,2008-04-22,7,7
CSX,25,2008-07-15,2008-07-15,0,0
CSX,26,2008-10-14,2008-10-14,0,0
CSX,27,2009-01-20,2009-01-13,7,-7
CSX,28,2009-04-14,2009-04-21,7,7
CSX,29,2009-07-13,2009-07-14,1,1
CSX,30,2009-10-13,2009-10-12,1,-1
CSX,31,2010-01-19,2010-01-12,7,-7
CSX,32,2010-04-13,2010-04-20,7,7
CSX,33,2010-07-12,2010-07-13,1,1
CSX,34,2010-10-12,2010-10-11,1,-1
CSX,35,2011-01-24,2011-01-11,13,-13
CSX,36,2011-04-19,2011-04-25,6,6
CSX,37,2011-07-19,2011-07-19,0,0
CSX,38,2011-10-18,2011-10-18,0,0
CSX,39,2012-01-23,2012-01-17,6,-6
CSX,40,2012-04-17,2012-04-23,6,6
CSX,41,2012-07-17,2012-07-17,0,0
CSX,42,2012-10-16,2012-10-16,0,0
CSX,43,2013-01-22,2013-01-15,7,-7
CSX,44,2013-04-16,2013-04-23,7,7
CSX,45,2013-07-16,2013-07-16,0,0
CSX,46,2013-10-15,2013-10-15,0,0
CSX,47,2014-01-15,2014-01-14,1,-1
CSX,48,2014-04-16,2014-04-16,0,0
CSX,49,2014-07-15,2014-07-16,1,1
CSX,50,2014-10-14,2014-10-14,0,0
CSX,51,2015-01-13,2015-01-13,0,0
CSX,52,2015-04-15,2015-04-14,1,-1
CSX,53,2015-07-14,2015-07-15,1,1
CSX,54,2015-10-13,2015-10-13,0,0
CSX,55,2016-01-12,2016-01-12,0,0
CSX,56,2016-04-12,2016-04-12,0,0
CSX,57,2016-07-13,2016-07-12,1,-1
CSX,58,2016-10-12,2016-10-12,0,0
CSX,59,2017-01-17,2017-01-11,6,-6
CSX,60,2017-04-19,2017-04-18,1,-1
CSX,61,2017-07-18,2017-07-19,1,1
CSX,62,2017-10-17,2017-10-17,0,0
CSX,63,2018-01-16,2018-01-16,0,0
CSX,64,2018-04-17,2018-04-17,0,0
CSX,65,2018-07-17,2018-07-17,0,0
CSX,66,2018-10-16,2018-10-16,0,0
CSX,67,2019-01-16,2019-01-15,1,-1
CSX,68,2019-04-16,2019-04-17,1,1
CSX,69,2019-07-16,2019-07-16,0,0
CSX,70,2019-10-16,2019-10-15,1,-1
CSX,71,2020-01-16,2020-01-15,1,-1
CSX,72,2020-04-22,2020-04-16,6,-6
CSX,73,2020-07-22,2020-07-22,0,0
CSX,74,2020-10-21,2020-10-21,0,0
CSX,75,2021-01-21,2021-01-20,1,-1
CSX,76,2021-04-20,2021-04-22,2,2
CSX,77,2021-07-21,2021-07-20,1,-1
CSX,78,2021-10-20,2021-10-20,0,0
CSX,79,2022-01-20,2022-01-19,1,-1
CSX,80,2022-04-20,2022-04-21,1,1
CSX,81,2022-07-20,2022-07-20,0,0
CSX,82,2022-10-20,2022-10-19,1,-1
CSX,83,2023-01-25,2023-01-19,6,-6
CSX,84,2023-04-20,2023-04-26,6,6
CSX,85,2023-07-20,2023-07-20,0,0
CSX,86,2023-10-19,2023-10-19,0,0
CSX,87,2024-01-24,2024-01-18,6,-6
CSX,88,2024-04-17,2024-04-24,7,7
CSX,89,2024-08-05,2024-07-17,19,-19
CSX,90,2024-10-16,2024-11-04,19,19
CSX,91,2025-01-23,2025-01-15,8,-8
CSX,92,2025-04-16,2025-04-24,8,8
CSX,93,2025-07-23,2025-07-16,7,-7
CSX,94,2025-10-16,2025-10-22,6,6
CSX,95,2026-01-22,2026-01-15,7,-7
CSX,96,2026-04-22,2026-04-23,1,1
CSX,97,2026-07-22,2026-07-22,0,0
CSX,98,2026-10-22,2026-10-21,1,-1
CTAS,3,2003-03-20,2003-03-20,0,0
CTAS,4,2003-07-15,2003-06-19,26,-26
CTAS,5,2003-09-18,2003-10-14,26,26
CTAS,6,2003-12-17,2003-12-17,0,0
CTAS,7,2004-03-15,2004-03-16,1,1
CTAS,8,2004-07-12,2004-06-13,29,-29
CTAS,9,2004-09-16,2004-10-10,24,24
CTAS,10,2004-12-16,2004-12-15,1,-1
CTAS,11,2005-03-17,2005-03-17,0,0
CTAS,12,2005-07-14,2005-06-16,28,-28
CTAS,13,2005-09-21,2005-10-13,22,22
CTAS,14,2005-12-22,2005-12-21,1,-1
CTAS,15,2006-03-16,2006-03-23,7,7
CTAS,16,2006-07-13,2006-06-15,28,-28
CTAS,17,2006-09-20,2006-10-12,22,22
CTAS,18,2006-12-19,2006-12-19,0,0
CTAS,19,2007-03-20,2007-03-20,0,0
CTAS,20,2007-07-18,2007-06-19,29,-29
CTAS,21,2007-09-27,2007-10-17,20,20
CTAS,22,2007-12-20,2007-12-26,6,6
CTAS,23,2008-03-19,2008-03-19,0,0
CTAS,24,2008-07-15,2008-06-17,28,-28
CTAS,25,2008-09-18,2008-10-13,25,25
CTAS,26,2008-12-19,2008-12-17,2,-2
CTAS,27,2009-03-18,2009-03-19,1,1
CTAS,28,2009-07-15,2009-06-16,29,-29
CTAS,29,2009-09-23,2009-10-13,20,20
CTAS,30,2009-12-22,2009-12-22,0,0
CTAS,31,2010-03-18,2010-03-22,4,4
CTAS,32,2010-07-20,2010-06-16,34,-34
CTAS,33,2010-09-21,2010-10-18,27,27
CTAS,34,2010-12-21,2010-12-20,1,-1
CTAS,35,2011-03-22,2011-03-21,1,-1
