ticker,sector,source_url,fetched_date
AOS,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
APA,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
APD,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
APH,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
APO,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
APP,Communication Services,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
APTV,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ARE,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ARES,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ATO,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
AVGO,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
AVY,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
AWK,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
AXON,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
AXP,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
AZO,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BA,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BAC,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BALL,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BAX,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BBY,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BDX,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BEN,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BF-B,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BG,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BIIB,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BKNG,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BKR,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BLDR,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BLK,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BMY,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BNY,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BR,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BRK-B,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BRO,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BSX,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BX,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
BXP,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
C,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CAH,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CARR,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CASY,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CAT,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CB,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CBOE,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CBRE,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CCI,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CCL,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CDNS,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CDW,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CEG,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CF,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CFG,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CHD,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CHRW,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CHTR,Communication Services,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CI,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CIEN,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CINF,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CL,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CLX,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CMCSA,Communication Services,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CME,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CMG,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CMI,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CMS,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CNC,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CNP,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
COF,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
COHR,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
COIN,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
COO,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
COP,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
COR,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
COST,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CPAY,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CPRT,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CPT,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CRH,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CRL,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CRM,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CRWD,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CSCO,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CSGP,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CSX,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CTAS,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CTSH,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CTVA,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CVNA,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CVS,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
CVX,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
D,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DAL,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DASH,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DD,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DDOG,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DE,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DECK,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DELL,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DG,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DGX,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DHI,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DHR,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DIS,Communication Services,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DLR,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DLTR,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DOC,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DOV,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DOW,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DPZ,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DRI,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DTE,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DUK,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DVA,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DVN,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
DXCM,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EBAY,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ECHO,Communication Services,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ECL,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ED,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EFX,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EG,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EIX,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EL,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ELV,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EME,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EMR,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EOG,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EQIX,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EQT,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ERIE,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ES,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ESS,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ETN,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ETR,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EVRG,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EW,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EXC,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EXE,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EXPD,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EXPE,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
EXR,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
F,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FANG,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FAST,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FCX,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FDS,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FDX,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FDXF,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FE,Utilities,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FERG,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FFIV,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FICO,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FIS,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FISV,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FITB,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FIX,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FLEX,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FOX,Communication Services,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FOXA,Communication Services,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FRT,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FSLR,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FTNT,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
FTV,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GD,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GDDY,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GE,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GEHC,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GEN,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GEV,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GILD,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GIS,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GL,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GLW,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GM,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GNRC,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GOOG,Communication Services,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GOOGL,Communication Services,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GPC,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GPN,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GRMN,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GS,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
GWW,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HAL,Energy,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HAS,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HBAN,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HCA,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HD,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HIG,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HII,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HLT,Consumer Discretionary,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HON,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HONA,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HOOD,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HPE,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HPQ,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HRL,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HSIC,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HST,Real Estate,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HSY,Consumer Staples,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HUBB,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HUM,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
HWM,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
IBKR,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
IBM,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
ICE,Financials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
IDXX,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
IEX,Industrials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
IFF,Materials,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
INCY,Health Care,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
INTC,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
INTU,Information Technology,https://raw.githubusercontent.com/datasets/s-and-p-500-companies/main/data/constituents.csv,2026-08-29
