date,ticker,article_id,sentiment_score,sentiment_label,positive_score,negative_score,neutral_score,news_preview,model_version,processed_at
2026-06-15,PGV,PGV_ART_004,-0.9296454787254333,Negative,0.024020101875066757,0.953665554523468,0.022314393892884254,"PGV announces robust Q2 results with net interest income growing 27% YoY, driven...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PLX,PLX_ART_000,-0.9255769848823547,Negative,0.024673623964190483,0.9502506256103516,0.02507580816745758,PLX upgraded to 'Outperform' by investment bank citing strong fundamentals and g...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PLX,PLX_ART_001,-0.8993694186210632,Negative,0.03756207600235939,0.9369314908981323,0.025506392121315002,PLX experiences increased competition from foreign banks entering Vietnamese Ene...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PLX,PLX_ART_002,-0.9130550622940063,Negative,0.036419909447431564,0.9494749903678894,0.01410508994013071,Petrovietnam Power signs strategic partnership with leading Energy firm to enhan...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PLX,PLX_ART_003,-0.22932541370391846,Negative,0.34364163875579834,0.5729670524597168,0.08339126408100128,PLX announces interim dividend of 2496 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PLX,PLX_ART_004,-0.007248230278491974,Neutral,0.018100617453455925,0.0253488477319479,0.9565505981445312,PLX stock declines 1.1 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PNJ,PNJ_ART_000,0.00016457214951515198,Neutral,0.012044595554471016,0.011880023404955864,0.976075291633606,"Phu Nhuan Jewelry misses Q2 profit targets, net profit 2 trillion VND, down 12% ...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PNJ,PNJ_ART_001,-0.36784741282463074,Negative,0.31265899538993835,0.6805064082145691,0.006834559142589569,PNJ invests 1527 billion VND in new technology platform to digitize customer ser...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PNJ,PNJ_ART_002,-0.24631661176681519,Negative,0.3158486485481262,0.5621652603149414,0.12198612838983536,PNJ announces interim dividend of 1321 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PNJ,PNJ_ART_003,-0.9293534755706787,Negative,0.023979932069778442,0.9533334374427795,0.022686611860990524,"PNJ announces robust Q2 results with net interest income growing 15% YoY, driven...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,PNJ,PNJ_ART_004,-0.03182561323046684,Neutral,0.021659299731254578,0.05348491296172142,0.9248557090759277,PNJ stock declines 2.4 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,SAB,SAB_ART_000,-0.015617530792951584,Neutral,0.01902315765619278,0.03464068844914436,0.9463362097740173,SAB stock declines 1.1 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,SAB,SAB_ART_001,0.012972671538591385,Neutral,0.023860543966293335,0.01088787242770195,0.965251624584198,Sabeco downgraded to 'Hold' by securities firm citing rising bad debt concerns...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,SAB,SAB_ART_002,-0.8260173797607422,Negative,0.04713483899831772,0.8731521964073181,0.07971292734146118,SAB experiences increased competition from foreign banks entering Vietnamese Con...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,STB,STB_ART_000,-0.9172164797782898,Negative,0.03238255903124809,0.949599027633667,0.018018435686826706,"Sacombank surges to 3007 new accounts in Q2, exceeding customer acquisition targ...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,STB,STB_ART_001,0.016021613031625748,Neutral,0.026229824870824814,0.010208211839199066,0.96356201171875,Sacombank downgraded to 'Hold' by securities firm citing rising bad debt concern...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,STB,STB_ART_002,-0.24152538180351257,Negative,0.33824703097343445,0.579772412776947,0.08198057860136032,STB announces interim dividend of 1365 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,TCB,TCB_ART_000,0.43558040261268616,Positive,0.7108616232872009,0.27528122067451477,0.013857146725058556,"Techcombank Board approves cash dividend of 2221 VND per share for 2026, payable...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,TCB,TCB_ART_001,-0.9140604734420776,Negative,0.035719722509384155,0.9497802257537842,0.014500107616186142,Techcombank signs strategic partnership with leading Banking firm to enhance mar...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,TCB,TCB_ART_002,0.017649371176958084,Neutral,0.027666635811328888,0.01001726370304823,0.9623160362243652,"Techcombank faces regulatory scrutiny over compliance requirements, may incur ad...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VCB,VCB_ART_000,-0.26060962677001953,Negative,0.3362438678741455,0.596853494644165,0.06690264493227005,VCB announces interim dividend of 2838 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VCB,VCB_ART_001,0.01836773380637169,Neutral,0.02814021147787571,0.00977247767150402,0.9620873332023621,"Vietcombank faces regulatory scrutiny over compliance requirements, may incur ad...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VCB,VCB_ART_002,0.011634991504251957,Neutral,0.02317819371819496,0.011543202213943005,0.9652786254882812,Vietcombank downgraded to 'Hold' by securities firm citing rising bad debt conce...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VCB,VCB_ART_003,-0.9125902056694031,Negative,0.03653499856591225,0.9491252303123474,0.014339729212224483,Vietcombank signs strategic partnership with leading Banking firm to enhance mar...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VHM,VHM_ART_000,-0.8020131587982178,Negative,0.09540069848299026,0.8974138498306274,0.007185536902397871,VHM enters collaboration with international partner to expand Real Estate servic...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VHM,VHM_ART_001,-0.25193411111831665,Negative,0.37044376134872437,0.622377872467041,0.007178440224379301,VHM invests 1052 billion VND in new technology platform to digitize customer ser...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VHM,VHM_ART_002,-0.9343494772911072,Negative,0.022416111081838608,0.9567655920982361,0.020818283781409264,"Vinhomes (VHM) reports Q2 2026 net profit of 4 trillion VND, up 23% year-over-ye...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VHM,VHM_ART_003,-0.002681325189769268,Neutral,0.014689036644995213,0.01737036183476448,0.967940628528595,"VHM warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VHM,VHM_ART_004,-0.8127678632736206,Negative,0.06304855644702911,0.8758164048194885,0.06113504245877266,VHM experiences increased competition from foreign banks entering Vietnamese Rea...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VIC,VIC_ART_000,-0.9202519059181213,Negative,0.029560565948486328,0.9498124718666077,0.020626919344067574,"Vingroup surges to 4695 new accounts in Q2, exceeding customer acquisition targe...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VIC,VIC_ART_001,-0.7098004817962646,Negative,0.14184078574180603,0.8516412973403931,0.006517876870930195,VIC enters collaboration with international partner to expand Conglomerate servi...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VIC,VIC_ART_002,0.019775692373514175,Neutral,0.029657764360308647,0.009882072918117046,0.9604601263999939,"Vingroup faces regulatory scrutiny over compliance requirements, may incur addit...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VIC,VIC_ART_003,-0.9127702713012695,Negative,0.03572431206703186,0.948494553565979,0.01578121818602085,"Vingroup receives 'Buy' recommendation from leading brokerage, target price rais...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VIC,VIC_ART_004,0.7534645795822144,Positive,0.8701685667037964,0.11670397967100143,0.013127466663718224,"Vingroup Board approves cash dividend of 2122 VND per share for 2026, payable in...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VNM,VNM_ART_000,-0.014419701881706715,Neutral,0.009433944709599018,0.023853646591305733,0.9667123556137085,Vinamilk faces margin compression as operating costs rise faster than revenue in...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VNM,VNM_ART_001,-0.3633002042770386,Negative,0.26520949602127075,0.6285097002983093,0.10628081113100052,VNM announces interim dividend of 2600 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VNM,VNM_ART_002,-0.8845322728157043,Negative,0.03942318633198738,0.9239554405212402,0.03662130981683731,VNM stock gains 1.7% as Consumer Goods sector leads market rally...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VPB,VPB_ART_000,-0.0022316984832286835,Neutral,0.013738282024860382,0.015969980508089066,0.9702916741371155,"VPB warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VPB,VPB_ART_001,0.01054712850600481,Neutral,0.023204484954476357,0.012657356448471546,0.9641380906105042,Vietnam Prosperity Bank downgraded to 'Hold' by securities firm citing rising ba...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VPB,VPB_ART_002,-0.024307511746883392,Neutral,0.009148083627223969,0.03345559537410736,0.9573962092399597,Vietnam Prosperity Bank faces margin compression as operating costs rise faster ...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VPB,VPB_ART_003,-0.8482057452201843,Negative,0.05379506200551987,0.9020007848739624,0.044204194098711014,VPB stock gains 2.5% as Banking sector leads market rally...,finbert_v1.0,2026-06-27 12:15:29
2026-06-15,VPB,VPB_ART_004,-0.9312902092933655,Negative,0.023313546553254128,0.9546037316322327,0.022082792595028877,"Vietnam Prosperity Bank (VPB) reports Q2 2026 net profit of 4 trillion VND, up 1...",finbert_v1.0,2026-06-27 12:15:29
2026-06-16,ACB,ACB_ART_000,0.0019934214651584625,Neutral,0.012968317605555058,0.010974896140396595,0.9760568141937256,"Asia Commercial Bank misses Q2 profit targets, net profit 2 trillion VND, down 1...",finbert_v1.0,2026-06-27 12:15:29
2026-06-16,ACB,ACB_ART_001,0.4230101704597473,Positive,0.70399409532547,0.28098392486572266,0.01502197701483965,Asia Commercial Bank Board approves cash dividend of 3685 VND per share for 2026...,finbert_v1.0,2026-06-27 12:15:29
2026-06-16,ACB,ACB_ART_002,-0.9091275334358215,Negative,0.03642718493938446,0.9455547332763672,0.01801810972392559,"Asia Commercial Bank receives 'Buy' recommendation from leading brokerage, targe...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,ACB,ACB_ART_003,-0.9316297173500061,Negative,0.023253614082932472,0.954883337020874,0.021863114088773727,"Asia Commercial Bank (ACB) reports Q2 2026 net profit of 2 trillion VND, up 12% ...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,ACB,ACB_ART_004,-0.3954024314880371,Negative,0.29897230863571167,0.6943747401237488,0.006652980577200651,ACB invests 1355 billion VND in new technology platform to digitize customer ser...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,BID,BID_ART_000,0.012210332788527012,Neutral,0.02370479144155979,0.01149445865303278,0.9648007750511169,Investment & Development Bank downgraded to 'Hold' by securities firm citing ris...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,BID,BID_ART_001,0.017862074077129364,Neutral,0.02807389199733734,0.010211818851530552,0.9617143273353577,Investment & Development Bank faces regulatory scrutiny over compliance requirem...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,BID,BID_ART_002,-0.0139956995844841,Neutral,0.008779209107160568,0.02277490869164467,0.9684458374977112,Investment & Development Bank faces margin compression as operating costs rise f...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,BID,BID_ART_003,-0.7943752408027649,Negative,0.09916577488183975,0.8935410380363464,0.007293202914297581,BID enters collaboration with international partner to expand Banking services i...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,HDB,HDB_ART_000,-0.9283205270767212,Negative,0.02455921657383442,0.9528797268867493,0.022561050951480865,"HDB announces robust Q2 results with net interest income growing 28% YoY, driven...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,HDB,HDB_ART_001,-0.9210251569747925,Negative,0.03055301494896412,0.9515781998634338,0.0178687646985054,"Housing Development Bank opens new branch network in 3 provinces across Vietnam,...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,HDB,HDB_ART_002,-0.8276427388191223,Negative,0.08231171220541,0.9099544286727905,0.007733797188848257,HDB enters collaboration with international partner to expand Banking services i...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,HDB,HDB_ART_003,-0.8670329451560974,Negative,0.04806835576891899,0.9151012897491455,0.036830369383096695,HDB experiences increased competition from foreign banks entering Vietnamese Ban...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,HDB,HDB_ART_004,-0.013196693733334541,Neutral,0.02050763927400112,0.03370433300733566,0.9457880854606628,HDB stock declines 1.4 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MBB,MBB_ART_000,0.017363600432872772,Neutral,0.027759214863181114,0.010395613498985767,0.9618452191352844,Military Commercial Joint Stock Bank faces regulatory scrutiny over compliance r...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MBB,MBB_ART_001,0.009876977652311325,Neutral,0.020100723952054977,0.010223746299743652,0.9696755409240723,MBB faces downward pressure from foreign investors selling amid Banking sector w...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MBB,MBB_ART_002,-0.03335670009255409,Neutral,0.019129779189825058,0.05248647928237915,0.9283837080001831,MBB stock declines 1.2 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MBB,MBB_ART_003,-0.004549678415060043,Neutral,0.013076148927211761,0.017625827342271805,0.9692980647087097,"MBB warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MBB,MBB_ART_004,-0.2875843048095703,Negative,0.319469153881073,0.6070534586906433,0.07347748428583145,MBB announces interim dividend of 2120 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MSN,MSN_ART_000,-0.8215129375457764,Negative,0.06316982209682465,0.8846827745437622,0.05214732140302658,MSN stock gains 3.1% as Consumer Goods sector leads market rally...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MSN,MSN_ART_001,0.00013835914433002472,Neutral,0.011736842803657055,0.01159848365932703,0.976664662361145,"Masan Group misses Q2 profit targets, net profit 2 trillion VND, down 7% from pr...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MSN,MSN_ART_002,0.010575803928077221,Neutral,0.02274341508746147,0.01216761115938425,0.9650889039039612,Masan Group downgraded to 'Hold' by securities firm citing rising bad debt conce...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MSN,MSN_ART_003,-0.9325017929077148,Negative,0.023090332746505737,0.9555920958518982,0.021317515522241592,"Masan Group (MSN) reports Q2 2026 net profit of 4 trillion VND, up 18% year-over...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,MSN,MSN_ART_004,-0.9229134321212769,Negative,0.02948184683918953,0.9523952603340149,0.018122894689440727,"Masan Group opens new branch network in 3 provinces across Vietnam, strengthenin...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PGV,PGV_ART_000,-0.9296462535858154,Negative,0.024177052080631256,0.9538233280181885,0.021999672055244446,"PGV announces robust Q2 results with net interest income growing 25% YoY, driven...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PGV,PGV_ART_001,0.009871595539152622,Neutral,0.020041443407535553,0.01016984786838293,0.9697887897491455,PGV faces downward pressure from foreign investors selling amid Energy sector we...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PGV,PGV_ART_002,-0.9154329299926758,Negative,0.03519950807094574,0.9506324529647827,0.014168042689561844,Petrovietnam Gas signs strategic partnership with leading Energy firm to enhance...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PGV,PGV_ART_003,-0.2360994815826416,Negative,0.37836897373199463,0.6144684553146362,0.007162547204643488,PGV invests 1786 billion VND in new technology platform to digitize customer ser...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PGV,PGV_ART_004,-0.29835519194602966,Negative,0.31838592886924744,0.6167411208152771,0.06487298011779785,PGV announces interim dividend of 1090 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PLX,PLX_ART_000,-0.0214491356164217,Neutral,0.009375343099236488,0.030824478715658188,0.9598002433776855,Petrovietnam Power faces margin compression as operating costs rise faster than ...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PLX,PLX_ART_001,-0.001875242218375206,Neutral,0.015839003026485443,0.01771424524486065,0.9664467573165894,"PLX warns of rising credit costs and narrowing net interest margin in H1 2026, c...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PLX,PLX_ART_002,-0.9281901717185974,Negative,0.024655021727085114,0.9528452157974243,0.022499706596136093,"PLX announces robust Q2 results with net interest income growing 26% YoY, driven...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PLX,PLX_ART_003,-0.9255769848823547,Negative,0.024673623964190483,0.9502506256103516,0.02507580816745758,PLX upgraded to 'Outperform' by investment bank citing strong fundamentals and g...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PNJ,PNJ_ART_000,0.01918487623333931,Neutral,0.029119350016117096,0.009934473782777786,0.9609462022781372,"Phu Nhuan Jewelry faces regulatory scrutiny over compliance requirements, may in...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PNJ,PNJ_ART_001,-0.2066975235939026,Negative,0.3203195333480835,0.5270170569419861,0.15266340970993042,PNJ announces interim dividend of 2155 VND per share with record payout ratio...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,PNJ,PNJ_ART_002,-0.021316319704055786,Neutral,0.009435023181140423,0.030751341953873634,0.9598137736320496,Phu Nhuan Jewelry faces margin compression as operating costs rise faster than r...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,SAB,SAB_ART_000,-0.9334161281585693,Negative,0.022773725911974907,0.9561898708343506,0.02103634737432003,"Sabeco (SAB) reports Q2 2026 net profit of 4 trillion VND, up 15% year-over-year...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,SAB,SAB_ART_001,-0.8430635929107666,Negative,0.07448317110538483,0.9175467491149902,0.007970095612108707,SAB enters collaboration with international partner to expand Consumer Goods ser...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,SAB,SAB_ART_002,0.009979450143873692,Neutral,0.019885364919900894,0.009905914776027203,0.9702087044715881,SAB faces downward pressure from foreign investors selling amid Consumer Goods s...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,SAB,SAB_ART_003,-0.9236235022544861,Negative,0.029597925022244453,0.9532214403152466,0.01718064583837986,"Sabeco opens new branch network in 3 provinces across Vietnam, strengthening ret...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,STB,STB_ART_000,-0.8965126872062683,Negative,0.03559337928891182,0.932106077671051,0.03230058029294014,STB experiences increased competition from foreign banks entering Vietnamese Ban...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,STB,STB_ART_001,-0.04608713090419769,Neutral,0.023313656449317932,0.06940078735351562,0.9072855710983276,STB stock declines 2.5 on profit taking after strong Q1 performance...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,STB,STB_ART_002,-0.9287562370300293,Negative,0.024110810831189156,0.9528670310974121,0.02302207052707672,"STB announces robust Q2 results with net interest income growing 28% YoY, driven...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,TCB,TCB_ART_000,-0.8252406120300293,Negative,0.06380829215049744,0.8890488743782043,0.04714285582304001,TCB stock gains 2.5% as Banking sector leads market rally...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,TCB,TCB_ART_001,-0.26977598667144775,Negative,0.36152857542037964,0.6313045620918274,0.007166813127696514,TCB invests 1910 billion VND in new technology platform to digitize customer ser...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,TCB,TCB_ART_002,0.010147158056497574,Neutral,0.019815795123577118,0.009668637067079544,0.9705156087875366,TCB faces downward pressure from foreign investors selling amid Banking sector w...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,TCB,TCB_ART_003,-0.9292646646499634,Negative,0.02403508685529232,0.9532997608184814,0.02266515977680683,"TCB announces robust Q2 results with net interest income growing 18% YoY, driven...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,VCB,VCB_ART_000,-0.24162033200263977,Negative,0.37560150027275085,0.6172218322753906,0.007176602724939585,VCB invests 1211 billion VND in new technology platform to digitize customer ser...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,VCB,VCB_ART_001,0.4870556890964508,Positive,0.7373235821723938,0.250267893075943,0.012408504262566566,"Vietcombank Board approves cash dividend of 2593 VND per share for 2026, payable...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,VCB,VCB_ART_002,-0.8626768589019775,Negative,0.050824109464883804,0.913500964641571,0.03567488491535187,VCB experiences increased competition from foreign banks entering Vietnamese Ban...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,VCB,VCB_ART_003,-0.9331356883049011,Negative,0.022907493636012077,0.9560431838035583,0.021049318835139275,"Vietcombank (VCB) reports Q2 2026 net profit of 3 trillion VND, up 24% year-over...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,VCB,VCB_ART_004,0.010029111057519913,Neutral,0.019978119060397148,0.009949008002877235,0.970072865486145,VCB faces downward pressure from foreign investors selling amid Banking sector w...,finbert_v1.0,2026-06-27 12:15:30
2026-06-16,VHM,VHM_ART_000,-0.9213641881942749,Negative,0.02954261004924774,0.9509068131446838,0.01955050230026245,"Vinhomes surges to 3745 new accounts in Q2, exceeding customer acquisition targe...",finbert_v1.0,2026-06-27 12:15:30
2026-06-16,VHM,VHM_ART_001,-0.9117882251739502,Negative,0.03699808195233345,0.9487863183021545,0.014215550385415554,Vinhomes signs strategic partnership with leading Real Estate firm to enhance ma...,finbert_v1.0,2026-06-27 12:15:30
