date,ticker,article_id,sentiment_score,sentiment_label,positive_score,negative_score,neutral_score,news_preview,news_source,url,is_real,model_version,processed_at
2026-06-26,NLG,NLG_ART_001,0.8250174522399902,Positive,0.8701225519180298,0.04510512575507164,0.08477235585451126,Khối ngoại mua ròng NLG trong phiên hôm nay...,Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
2026-06-26,PNJ,PNJ_ART_000,0.7917649745941162,Positive,0.8880470395088196,0.09628209471702576,0.01567082852125168,"PNJ gây áp lực lên chỉ số cùng các mã HDB, FRT, FPT, DGC trong phiên 26/6...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
2026-06-26,PNJ,PNJ_ART_001,0.8277770280838013,Positive,0.872808575630188,0.045031528919935226,0.0821598693728447,PNJ bị khối ngoại bán ròng trong phiên hôm nay...,Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
2026-06-26,SSI,SSI_ART_000,0.8264987468719482,Positive,0.9048357009887695,0.07833697646856308,0.016827333718538284,"SSI bị khối ngoại bán ra trong phiên 26/6, áp lực bán ghi nhận tại các cổ phiếu ...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
2026-06-26,STB,STB_ART_000,0.8638902902603149,Positive,0.9229754209518433,0.05908513814210892,0.01793946698307991,"STB cùng các cổ phiếu vốn hóa lớn như SSB, MWG, ACB, VCB, HPG, NLG giúp đỡ thị t...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,VCB,VCB_ART_000,0.8760506510734558,Positive,0.9264957308769226,0.050445083528757095,0.023059232160449028,"VCB cùng các cổ phiếu STB, SSB, MWG, ACB, HPG, NLG giúp đỡ thị trường duy trì sắ...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,VHM,VHM_ART_000,0.6460769772529602,Positive,0.809285044670105,0.16320808231830597,0.02750679850578308,"VHM đóng góp khoảng 3,5 điểm vào VN-Index, gần như trở thành đầu kéo cùng VIC, c...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,VHM,VHM_ART_001,0.6830999851226807,Positive,0.8281670808792114,0.14506712555885315,0.02676573395729065,"Vinhomes (VHM) sẽ chốt quyền cổ tức 2025 bằng tiền, tỷ lệ 60% tương ứng 6.000 đồ...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,VHM,VHM_ART_002,0.6978070139884949,Positive,0.8293808102607727,0.13157381117343903,0.039045434445142746,"Khối ngoại mua ròng VHM mạnh trong phiên 26/6, dòng tiền ngoại tập trung vào nhó...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,VIC,VIC_ART_000,0.6845190525054932,Positive,0.8309161067008972,0.14639703929424286,0.022686894983053207,"VIC là mã đóng góp tích cực nhất với hơn 4,3 điểm cho VN-Index, trở thành đầu ké...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,VIC,VIC_ART_001,0.7562710046768188,Positive,0.8589024543762207,0.10263144224882126,0.03846610710024834,"Khối ngoại mua ròng mạnh vào VIC trong phiên hôm nay, dòng tiền ngoại tập trung ...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:04
2026-06-26,VNM,VNM_ART_000,0.47450265288352966,Positive,0.7189063429832458,0.2444036900997162,0.036690015345811844,"VNM bị khối ngoại bán ròng trong phiên 26/6, là một trong các cổ phiếu chịu áp l...",Dantri_Web,https://dantri.com.vn/kinh-doanh/chung-khoan-hoi-phuc-diem-so-co-phieu-lpbank-gay-ap-luc-20260626154112289.htm,True,finbert_v1.0,2026-06-27 12:53:05
